Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,32.930000,32.930000,32.020000,32.150002,28.382845,683900
2020-01-03,32.040001,32.860001,32.040001,32.779999,28.939022,534500
2020-01-06,32.750000,32.919998,32.630001,32.790001,28.947853,492700
2020-01-07,32.720001,32.860001,32.130001,32.279999,28.497610,407000
2020-01-08,32.279999,32.459999,32.220001,32.279999,28.497610,564600
2020-01-09,32.270000,32.540001,32.110001,32.410000,28.612377,449800
2020-01-10,32.520000,32.669998,32.380001,32.490002,28.683006,418800
2020-01-13,32.500000,32.660000,32.400002,32.660000,28.833084,598300
2020-01-14,32.610001,32.610001,32.330002,32.490002,28.683006,248700
2020-01-15,32.599998,32.900002,32.439999,32.709999,28.877226,365200
2020-01-16,32.790001,33.009998,32.740002,32.830002,28.983166,285100
2020-01-17,32.849998,32.970001,32.770000,32.830002,28.983166,307100
2020-01-21,32.849998,33.040001,32.770000,33.029999,29.159729,289000
2020-01-22,33.139999,33.180000,32.759998,32.810001,28.965509,368900
2020-01-23,32.860001,33.160000,32.650002,33.060001,29.186216,461800
2020-01-24,33.139999,33.230000,32.630001,32.700001,28.868399,277900
2020-01-27,32.520000,32.910000,32.490002,32.810001,28.965509,606700
2020-01-28,32.900002,33.020000,32.680000,32.790001,28.947853,719300
2020-01-29,32.910000,32.910000,32.580002,32.750000,28.912539,421300
2020-01-30,32.639999,32.880001,32.599998,32.810001,28.965509,546800
2020-01-31,32.759998,32.880001,32.630001,32.790001,28.947853,578100
2020-02-03,32.869999,33.070000,32.740002,32.900002,29.044964,436700
2020-02-04,32.939999,33.020000,32.830002,32.910000,29.053791,532900
2020-02-05,32.970001,33.150002,32.750000,32.910000,29.053791,440400
2020-02-06,32.970001,33.049999,32.639999,32.680000,28.850740,484600
2020-02-07,32.689999,32.860001,32.639999,32.770000,28.930195,451300
2020-02-10,32.860001,32.869999,32.680000,32.860001,29.009649,609900
2020-02-11,32.889999,32.990002,32.720001,32.950001,29.089104,405600
2020-02-12,32.990002,33.099998,32.549999,32.919998,29.062618,381000
2020-02-13,32.750000,33.480000,32.560001,33.259998,29.362778,410400
2020-02-14,33.299999,33.509998,33.189999,33.290001,29.389265,435500
2020-02-18,33.299999,33.439999,33.230000,33.279999,29.380436,429600
2020-02-19,33.279999,33.439999,32.889999,32.889999,29.036135,394200
2020-02-20,32.869999,33.240002,32.810001,33.070000,29.195044,331000
