Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,235.250000,236.800003,230.839996,231.139999,227.309433,1320500
2020-01-03,228.649994,230.270004,225.979996,226.000000,222.254608,1710400
2020-01-06,225.149994,228.149994,224.940002,225.899994,222.156265,1737400
2020-01-07,225.410004,228.830002,224.910004,226.860001,223.100357,1518900
2020-01-08,227.710007,228.949997,225.860001,228.089996,224.309982,965700
2020-01-09,230.070007,233.729996,229.279999,233.500000,229.630325,1320900
2020-01-10,234.500000,235.289993,231.250000,232.000000,228.155182,949000
2020-01-13,232.360001,237.270004,232.279999,236.860001,232.934647,1376800
2020-01-14,236.029999,236.990005,233.889999,234.520004,230.633423,944200
2020-01-15,235.080002,236.729996,233.759995,235.460007,231.557831,779500
2020-01-16,236.869995,237.229996,235.479996,235.770004,231.862717,756600
2020-01-17,236.050003,237.350006,235.169998,237.000000,233.072311,1857000
2020-01-21,236.460007,239.119995,235.339996,237.179993,233.249313,1699900
2020-01-22,238.610001,239.139999,236.919998,238.039993,234.095062,927800
2020-01-23,235.820007,237.720001,233.639999,237.289993,233.357498,1072300
2020-01-24,237.539993,244.610001,237.539993,243.949997,239.907135,1763500
2020-01-27,240.399994,240.869995,233.360001,233.470001,229.600830,1368900
2020-01-28,234.089996,237.419998,233.740005,236.449997,232.531418,1338500
2020-01-29,237.929993,237.929993,235.559998,237.270004,233.337845,709000
2020-01-30,236.320007,241.740005,236.139999,241.410004,237.409241,1074100
2020-01-31,240.339996,240.649994,237.809998,238.710007,234.753983,1596400
2020-02-03,239.889999,243.669998,238.369995,243.009995,238.982712,1639600
2020-02-04,244.910004,248.000000,243.279999,247.089996,242.995102,1447300
2020-02-05,248.720001,250.589996,243.139999,250.279999,246.132217,1590800
2020-02-06,250.729996,251.619995,248.820007,251.059998,246.899292,1517600
2020-02-07,250.399994,251.369995,249.130005,249.919998,245.778198,730800
2020-02-10,251.500000,252.000000,250.320007,251.710007,247.538544,861600
2020-02-11,253.279999,254.309998,252.220001,252.410004,248.226944,965400
2020-02-12,252.800003,254.710007,252.610001,254.100006,249.888947,690000
2020-02-13,253.889999,256.320007,253.259995,254.880005,250.656006,666200
2020-02-14,255.220001,256.049988,254.649994,256.010010,251.767288,650800
2020-02-18,255.910004,256.589996,254.970001,255.740005,251.501755,857900
2020-02-19,256.410004,257.010010,255.009995,255.820007,251.580444,931000
2020-02-20,254.899994,256.010010,252.110001,255.399994,251.167374,922900
2020-02-21,255.240005,255.589996,253.699997,254.970001,250.744507,1587000
2020-02-24,249.759995,251.089996,244.679993,245.529999,241.460953,1330700
2020-02-25,245.539993,246.389999,234.820007,235.490005,231.587341,1423700
2020-02-26,235.949997,240.169998,235.110001,235.520004,231.616852,1310200
2020-02-27,231.880005,233.279999,223.990005,224.089996,220.376266,1410300
2020-02-28,217.389999,222.779999,213.809998,219.610001,215.970520,2353600
2020-03-02,221.089996,230.839996,220.630005,230.649994,226.827545,1625400
2020-03-03,231.089996,237.220001,224.550003,227.360001,223.592087,1607800
2020-03-04,231.419998,237.440002,229.789993,237.199997,233.268997,1213900
2020-03-05,230.500000,234.729996,229.160004,234.000000,230.122040,1548200
2020-03-06,226.229996,231.529999,225.440002,229.710007,225.903137,2175000
